ID_Jugador;Nombre;Apellido;Nombre_Completo;Nombre_Corto;Edad;Categoria_2025;Valor_Mercado;Nacionalidad;Altura;Pie preferido;Extranjero;Posicion;Posicion S_1;Posicion S_2;goals;yellowCards;redCards;groundDuelsWon;groundDuelsWonPercentage;aerialDuelsWon;aerialDuelsWonPercentage;successfulDribbles;assists;accuratePassesPercentage;totalDuelsWon;totalDuelsWonPercentage;minutesPlayed;wasFouled;fouls;dispossessed;appearances;saves;savedShotsFromInsideTheBox;savedShotsFromOutsideTheBox;goalsConcededInsideTheBox;goalsConcededOutsideTheBox;highClaims;successfulRunsOut;punches;runsOut;accurateFinalThirdPasses;bigChancesCreated;accuratePasses;keyPasses;accurateCrosses;accurateCrossesPercentage;accurateLongBalls;accurateLongBallsPercentage;interceptions;clearances;dribbledPast;bigChancesMissed;totalShots;shotsOnTarget;blockedShots;goalConversionPercentage;hitWoodwork;offsides;errorLeadToGoal;errorLeadToShot;passToAssist;player;team
980141;Diego;Soto;Diego Soto;D. Soto;23;Mayor;450000;Perú;171;Der.;0;MCX;MCD;;1;1;0;49;49;10;40;9;0;87;59;48;1135;9;22;15;14;0;0;0;16;1;0;0;0;0;111;2;478;13;7;28;34;63;13;12;11;0;7;3;0;14;0;0;0;0;0;Diego Soto;Club Atlético Grau
;;;;;;;;;;;;;;;0;1;0;21;51;6;50;0;0;79;27;51;856;11;3;4;13;0;0;0;10;1;0;0;0;0;74;1;229;12;15;33;17;46;8;11;8;0;5;1;2;0;0;6;0;0;0;Elsar Rodas;Club Atlético Grau
;;;;;;;;;;;;;;;0;1;0;21;49;9;38;2;1;75;30;45;639;6;12;1;8;0;0;0;10;1;0;0;0;0;22;1;140;5;2;33;9;32;6;30;6;0;3;0;1;0;0;0;0;0;0;Fabio Rojas;Club Atlético Grau
;;;;;;;;;;;;;;;0;0;0;1;25;1;50;0;0;67;2;33;174;0;1;0;4;0;0;0;5;1;0;0;0;0;2;0;38;0;0;0;1;10;0;15;1;0;1;0;1;0;0;0;0;0;0;Francesco Cavagna;Club Atlético Grau
;;;;;;;;;;;;;;;0;1;1;36;50;22;55;7;0;80;58;52;999;8;16;6;13;0;0;0;8;1;0;0;0;0;81;1;375;12;7;23;31;53;15;23;14;0;7;2;3;0;0;0;0;0;0;Jeremy Rostaing;Club Atlético Grau
;;;;;;;;;;;;;;;0;1;0;10;38;2;40;0;0;78;12;39;194;3;6;2;5;0;0;0;5;0;0;0;0;0;10;0;32;2;3;43;1;50;1;4;5;0;1;1;0;0;0;0;0;0;0;Jherson Reyes;Club Atlético Grau
;;;;;;;;;;;;EXI;;;1;0;0;15;38;1;17;4;1;91;16;36;292;7;6;6;9;0;0;0;3;1;0;0;0;0;25;1;74;7;6;40;2;100;3;1;5;0;3;1;2;33;0;0;0;0;0;Joel Herrera;Club Atlético Grau
887125;Jose;Bolivar;Jose Bolivar;J. Bolivar;25;Mayor;400000;Perú;175;Izq.;0;LI;DFCI;CRI;1;1;0;28;60;22;63;5;0;85;50;61;847;8;5;5;11;0;0;0;11;0;0;0;0;0;48;2;316;8;9;35;24;50;14;36;5;0;5;2;1;20;0;1;0;0;0;Jose Bolivar;Club Atlético Grau
;;;;;;;;;;;;EXD;;;1;0;0;19;43;15;43;6;2;69;34;43;541;8;5;6;9;0;0;0;7;0;0;0;0;0;47;3;106;6;1;8;4;33;0;5;6;2;16;5;4;6;0;2;1;0;0;Juan Garro;Club Atlético Grau
;;;;;;;;;;;;;;;0;1;0;14;50;1;33;0;1;84;15;48;328;3;8;3;8;0;0;0;3;1;0;0;0;0;27;0;143;3;0;0;11;52;7;3;3;0;4;0;3;0;0;0;0;1;0;Leonel Solís;Club Atlético Grau
830746;Neri;Bandiera;Neri Bandiera;N. Bandiera;35;Mayor;200000;Argentina;172;Der.;1;DC;EXI;EXD;4;0;0;21;48;16;44;2;1;62;37;46;927;18;7;2;14;0;0;0;9;1;0;0;0;0;43;0;93;6;2;14;9;56;4;12;7;3;14;7;2;29;1;10;0;0;0;Neri Bandiera;Club Atlético Grau
;;;;;;;;;;;;;;;2;1;0;0;0;5;100;0;0;72;5;100;1440;0;0;0;16;40;25;14;20;2;14;3;5;3;15;0;395;2;0;0;86;37;0;14;0;1;4;2;0;50;1;0;2;1;0;Patricio Álvarez;Club Atlético Grau
;;;;;;;;;;;;EXI;;;0;1;0;22;59;2;29;4;0;88;24;55;391;10;3;4;6;0;0;0;9;1;0;0;0;0;43;0;114;4;1;6;1;20;3;4;3;0;5;1;2;0;0;0;0;0;0;Paulo De La Cruz;Club Atlético Grau
;;;;;;;;;;;;;;;1;5;0;39;46;18;72;9;0;78;57;52;1380;7;17;6;16;0;0;0;20;1;0;0;0;0;115;1;518;9;1;4;54;47;17;25;11;1;11;3;3;9;1;0;0;0;0;Rafael Guarderas;Club Atlético Grau
107625;Raúl;Ruidiaz;Raúl Ruidíaz;R. Ruidíaz;34;Mayor;550000;Perú;169;Der.;0;DC;;;5;1;0;28;44;22;54;5;0;82;50;48;845;18;13;10;10;0;0;0;8;1;0;0;0;0;45;1;134;9;0;0;7;100;2;2;4;4;47;14;10;11;2;5;0;0;0;Raúl Ruidíaz;Club Atlético Grau
;;;;;;;;;;;;;;;0;1;0;33;61;35;56;3;0;88;68;59;1440;1;9;2;16;0;0;0;20;2;0;0;0;0;32;0;696;0;0;0;56;52;19;99;8;0;3;0;1;0;0;1;1;2;0;Rodrigo Tapia;Club Atlético Grau
965759;Rodrigo;Vilca;Rodrigo Vilca;R. Vilca;26;Mayor;350000;Perú;175;Der.;0;MP;;;2;1;0;51;46;1;8;20;1;81;52;43;817;21;9;29;13;0;0;0;11;1;0;0;0;0;73;1;187;10;5;26;11;65;9;4;11;0;28;12;7;7;3;2;0;0;0;Rodrigo Vilca;Club Atlético Grau
;;;;;;;;;;;;;;;0;1;0;18;46;17;45;0;1;58;35;45;494;14;13;7;12;0;0;0;11;2;0;0;0;0;27;2;59;3;1;20;5;45;1;5;0;1;11;2;2;0;1;1;0;0;0;Tomás Sandoval;Club Atlético Grau
;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;84;0;0;180;0;0;0;2;5;3;2;3;2;2;3;0;3;0;0;52;0;0;0;9;50;0;2;0;0;0;0;0;0;0;0;0;0;0;Alejandro Duarte;Club Sporting Cristal
;;;;;;;;;;;;;;;0;2;0;1;14;2;50;0;0;87;3;27;212;1;4;0;4;0;0;0;5;2;0;0;0;0;3;0;110;0;0;0;12;52;3;17;2;1;1;0;0;0;0;0;0;0;0;Alejandro Pósito;Club Sporting Cristal
;;;;;;;;;;;;;;;0;1;0;1;25;0;0;0;0;73;1;25;45;0;1;1;1;0;0;0;1;2;0;0;0;0;1;0;8;0;0;0;1;50;0;0;1;0;0;0;0;0;0;0;0;0;0;Axel Cabellos;Club Sporting Cristal
1415942;Catriel;Cabellos;Catriel Cabellos;C. Cabellos;20;Sub-23;900000;Perú;172;Der.;0;MC;MD;MCX;0;2;0;22;47;1;17;2;0;83;23;43;563;9;8;9;12;0;0;0;6;5;0;0;0;0;62;2;208;13;2;20;26;65;2;11;1;0;8;1;3;0;0;1;1;0;1;Catriel Cabellos;Club Sporting Cristal
;;;;;;;;;;;;;;;5;2;0;64;60;17;46;11;1;90;81;56;886;29;16;13;12;0;0;0;13;3;0;0;0;0;121;2;354;15;9;29;16;84;6;6;6;3;22;10;2;23;1;1;0;0;0;Christofer Gonzáles;Club Sporting Cristal
;;;;;;;;;;;;;;;0;1;0;2;67;3;75;0;0;79;5;71;1260;2;1;0;14;30;20;10;14;3;6;1;8;1;11;0;289;1;0;0;58;44;0;11;0;0;0;0;0;0;1;0;0;0;0;Diego Enríquez;Club Sporting Cristal
;;;;;;;;;;;;;;;0;0;0;2;67;0;0;1;0;83;2;67;26;0;1;0;1;0;0;0;0;0;0;0;0;0;3;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Fabrizio Lora;Club Sporting Cristal
;;;;;;;;;;;;EXI;;;1;1;0;14;44;3;38;3;0;73;17;43;350;8;4;8;6;0;0;0;5;1;0;0;0;0;35;0;57;6;1;14;2;50;1;1;3;3;10;4;2;10;0;4;0;0;0;Fernando Pacheco;Club Sporting Cristal
;;;;;;;;;;;;;;;0;2;0;16;52;16;64;1;0;86;32;57;689;3;7;2;10;0;0;0;7;5;0;0;0;0;21;1;326;2;0;0;23;44;6;29;6;1;4;0;0;0;0;0;1;0;0;Flavio Alcedo;Club Sporting Cristal
;;;;;;;;;;;;;;;0;6;0;12;40;22;56;1;2;81;34;49;900;1;9;4;10;0;0;0;9;2;0;0;0;0;47;3;380;5;2;22;57;52;9;52;4;1;11;2;2;0;1;3;0;2;0;Franco Romero;Club Sporting Cristal
;;;;;;;;;;;;;;;0;1;0;10;59;22;63;0;0;90;32;62;536;5;5;0;10;0;0;0;3;0;0;0;0;0;27;0;261;4;0;0;15;56;8;36;1;0;8;3;2;0;0;0;0;0;0;Gianfranco Chávez;Club Sporting Cristal
;;;;;;;;;;;;;;;0;0;0;5;63;3;75;1;0;87;8;67;116;1;1;0;2;0;0;0;1;1;0;0;0;0;3;0;26;0;0;0;3;100;2;3;1;0;0;0;0;0;0;0;0;0;0;Gustavo Cazonatti;Club Sporting Cristal
;;;;;;;;;;;;;;;0;0;0;3;43;0;0;0;0;92;3;38;99;0;3;1;2;0;0;0;1;0;0;0;0;0;7;0;46;0;0;0;6;86;1;0;0;1;2;0;0;0;0;0;0;0;0;Henry Caparó;Club Sporting Cristal
1477138;Ian;Wisdom;Ian Wisdom;I. Wisdom;19;Sub-20;325000;Perú;168;Der.;0;MC;MI;;1;0;0;17;40;2;25;2;1;85;19;37;547;2;5;9;9;0;0;0;8;2;0;0;0;0;61;4;221;6;1;50;1;14;4;3;9;1;7;4;3;14;0;1;0;0;0;Ian Wisdom;Club Sporting Cristal
133862;Irven;Ávila;Irven Ávila;I. Ávila;34;Mayor;225000;Perú;169;Der.;0;DC;EXI;EXD;4;0;0;13;33;15;44;2;2;76;28;38;578;8;13;9;13;0;0;0;5;1;0;0;0;0;63;1;112;11;0;0;2;33;1;6;0;5;19;8;4;21;1;8;0;0;0;Irven Ávila;Club Sporting Cristal
;;;;;;;;;;;;;;;0;1;0;9;53;1;100;4;1;80;10;56;126;3;2;3;4;0;0;0;2;0;0;0;0;0;14;1;28;3;1;25;1;100;0;0;1;0;1;0;1;0;0;1;0;0;0;Jair Moretti;Club Sporting Cristal
;;;;;;;;;;;;;;;0;3;0;36;45;12;38;2;0;89;48;43;989;11;31;3;13;0;0;0;10;3;0;0;0;0;92;0;444;9;1;25;25;71;13;21;8;0;12;3;2;0;0;0;0;0;0;Jesús Pretell;Club Sporting Cristal
;;;;;;;;;;;;;;;0;2;0;26;47;14;37;4;0;85;40;43;1006;8;20;4;13;0;0;0;15;3;0;0;0;0;82;2;316;10;8;25;42;68;11;29;5;1;3;1;0;0;0;0;0;0;0;Jhilmar Lora;Club Sporting Cristal
;;;;;;;;;;;;;;;0;1;0;26;59;1;20;10;4;80;27;55;438;8;3;6;12;0;0;0;4;3;0;0;0;0;54;6;141;11;4;31;5;38;2;5;4;0;12;2;5;0;0;0;0;0;0;Jostin Alarcón;Club Sporting Cristal
;;;;;;;;;;;;;;;0;2;0;5;45;1;50;1;0;83;6;46;261;4;2;1;8;0;0;0;3;1;0;0;0;0;25;0;68;4;5;33;2;29;3;6;1;0;2;2;0;0;0;2;0;0;1;Leandro Sosa;Club Sporting Cristal
;;;;;;;;;;;;;;;0;1;0;3;33;7;54;0;0;88;10;45;135;3;2;1;2;0;0;0;2;2;0;0;0;0;7;0;79;0;0;0;8;57;0;12;3;0;1;1;0;0;0;0;0;0;0;Leonardo Díaz;Club Sporting Cristal
47435;Martín;Cauteruccio;Martín Cauteruccio;M. Cauteruccio;38;Mayor;125000;Uruguay;179;Der.;1;DC;;;8;0;0;9;41;13;41;5;3;77;22;41;1061;4;1;5;13;0;0;0;14;3;0;0;0;0;44;4;144;9;0;0;2;50;0;11;2;5;25;13;4;32;1;13;0;0;1;Martín Cauteruccio;Club Sporting Cristal
;;;;;;;;;;;;;;;3;4;0;41;60;15;56;11;0;82;56;59;863;11;7;5;15;0;0;0;11;0;0;0;0;0;131;4;422;13;11;22;60;61;10;25;9;1;22;7;8;14;0;0;0;1;0;Martín Távara;Club Sporting Cristal
1650235;Maxloren;Castro;Maxloren Castro;M. Castro;17;Sub-20;850000;Perú;168;Izq.;0;EXI;EXD;;1;0;0;37;57;3;38;7;3;82;40;55;583;14;6;9;13;0;0;0;8;0;0;0;0;0;57;2;107;10;6;19;3;50;1;4;7;2;10;3;0;10;2;2;0;0;0;Maxloren Castro;Club Sporting Cristal
;;;;;;;;;;;;EXD;;;2;3;0;22;43;0;0;9;0;75;22;37;550;7;6;11;14;0;0;0;5;4;0;0;0;0;35;1;77;9;2;10;6;55;3;3;4;2;17;5;4;12;2;3;0;1;1;Misael Sosa;Club Sporting Cristal
;;;;;;;;;;;;;;;0;2;1;24;47;11;55;2;0;85;35;49;1194;6;13;3;15;0;0;0;16;3;0;0;0;0;102;0;495;10;7;19;26;41;10;46;10;2;9;1;5;0;0;1;0;0;0;Nicolás Pasquini;Club Sporting Cristal
;;;;;;;;;;;;;;;0;1;0;16;62;24;63;1;0;87;40;63;728;7;8;0;9;0;0;0;10;1;0;0;0;0;53;0;394;3;1;33;28;49;8;52;2;0;3;0;1;0;0;0;1;0;0;Rafael Lutiger;Club Sporting Cristal
;;;;;;;;;;;;EXD;;;2;3;0;34;40;3;33;12;1;78;37;40;872;12;24;8;11;0;0;0;6;3;0;0;0;0;78;6;151;23;24;28;6;43;1;3;5;3;25;7;8;8;0;5;0;0;0;Santiago González;Club Sporting Cristal
;;;;;;;;;;;;EXI;;;0;0;0;14;48;2;33;2;2;80;16;46;265;10;0;7;9;0;0;0;7;1;0;0;0;0;12;1;48;3;1;10;1;25;2;1;3;1;7;3;1;0;0;0;0;0;1;Alexander Lecaros;Comerciantes Unidos
;;;;;;;;;;;;EXI;;;0;1;0;12;52;3;60;3;0;82;15;54;237;3;5;1;6;0;0;0;3;2;0;0;0;0;26;0;62;7;6;33;2;33;1;1;2;0;2;0;1;0;0;1;0;0;0;Brayan Lucumí;Comerciantes Unidos
;;;;;;;;;;;;;;;0;4;1;24;47;22;55;2;0;77;46;51;1084;5;19;2;14;0;0;0;15;5;0;0;0;0;24;0;283;2;2;29;27;38;10;52;5;1;8;0;3;0;0;1;0;0;0;Brian Sosa;Comerciantes Unidos
;;;;;;;;;;;;;;;0;0;0;3;60;2;67;0;0;65;5;63;106;2;3;0;10;0;0;0;1;2;0;0;0;0;5;0;26;0;0;0;1;25;3;2;0;0;3;0;1;0;1;0;0;0;0;Bruno Portugal;Comerciantes Unidos
;;;;;;;;;;;;;;;0;2;1;22;49;4;50;1;0;75;26;49;406;5;16;3;6;0;0;0;5;1;0;0;0;0;25;0;90;4;0;0;8;44;9;6;5;0;2;0;0;0;1;0;0;0;0;Emanuel Ibáñez;Comerciantes Unidos
;;;;;;;;;;;;;;;0;1;0;5;45;15;79;1;0;79;20;67;426;2;3;0;5;0;0;0;7;1;0;0;0;0;12;0;147;1;0;0;11;31;4;30;3;0;2;1;0;0;1;1;0;1;0;Francisco Duclos;Comerciantes Unidos
;;;;;;;;;;;;;;;0;1;0;20;45;11;65;8;0;79;31;51;672;4;4;5;10;0;0;0;9;2;0;0;0;0;46;2;149;8;10;26;9;43;9;21;8;0;5;1;3;0;0;0;0;1;0;Gabriel Alfaro;Comerciantes Unidos
;;;;;;;;;;;;;;;0;3;0;50;40;1;11;21;1;74;51;38;1148;9;17;13;16;0;0;0;20;5;0;0;0;0;62;3;254;13;13;30;21;41;10;16;15;1;4;1;0;0;0;0;0;0;1;Gilmar Paredes;Comerciantes Unidos
;;;;;;;;;;;;;;;1;0;0;10;56;3;60;1;0;86;13;57;529;2;2;1;12;0;0;0;9;3;0;0;0;0;15;0;175;1;0;0;10;43;2;7;4;0;3;1;1;33;0;1;0;0;0;Jhon Vega;Comerciantes Unidos
;;;;;;;;;;;;;;;0;0;1;11;48;1;50;2;0;84;12;48;249;4;5;3;8;0;0;0;3;0;0;0;0;0;29;0;100;0;0;0;8;53;4;2;3;0;4;1;0;0;0;0;0;0;0;Jose Antonio Parodi;Comerciantes Unidos
;;;;;;;;;;;;;;;0;4;0;18;44;5;63;4;0;82;23;47;616;0;10;1;8;0;0;0;10;1;0;0;0;0;23;0;191;2;4;40;17;50;12;15;5;0;5;2;1;0;0;0;0;0;0;José Marina;Comerciantes Unidos
;;;;;;;;;;;;;;;0;1;0;10;71;2;100;0;0;81;12;75;96;6;2;0;3;0;0;0;0;1;0;0;0;0;10;0;39;0;0;0;5;38;0;2;1;0;1;0;1;0;0;0;0;0;0;Kevin Peña;Comerciantes Unidos
;;;;;;;;;;;;;;;0;3;0;28;42;10;53;6;0;85;38;45;1032;7;15;9;14;0;0;0;17;4;0;0;0;0;56;0;478;1;0;0;79;65;12;19;13;0;2;0;0;0;0;0;0;0;0;Keyvin Paico;Comerciantes Unidos
;;;;;;;;;;;;EXI;;;2;1;0;30;61;7;47;6;1;71;37;58;629;20;6;5;11;0;0;0;9;2;0;0;0;0;39;1;91;10;6;19;5;38;5;5;1;2;16;8;3;13;1;2;0;0;0;Leiner Escalante;Comerciantes Unidos
;;;;;;;;;;;;;;;0;0;1;0;0;2;100;0;0;67;2;67;270;0;1;0;3;8;6;2;5;3;3;0;2;0;2;0;56;0;0;0;22;45;0;2;0;0;0;0;0;0;0;0;0;0;0;Luis Garcia;Comerciantes Unidos
;;;;;;;;;;;;;;;0;2;0;18;50;3;75;3;0;78;21;53;336;11;6;3;10;0;0;0;7;1;0;0;0;0;47;0;150;6;5;31;26;60;2;3;4;0;3;0;2;0;0;0;0;0;0;Luis Garcia;Comerciantes Unidos
;;;;;;;;;;;;EXI;;;0;0;0;56;58;3;38;26;1;79;59;57;1031;23;4;15;15;0;0;0;16;3;0;0;0;0;90;2;250;14;6;18;13;52;7;2;6;0;7;1;4;0;0;1;0;0;0;Mathias Carpio;Comerciantes Unidos
960220;Matias;Sen;Matias Sen;M. Sen;33;Mayor;300000;Argentina;184;Der.;1;DC;;;7;6;0;22;31;54;53;3;1;70;76;44;1317;13;34;10;15;0;0;0;19;5;0;0;0;0;61;2;157;9;1;17;4;44;1;14;7;7;41;12;9;17;0;7;0;0;0;Matias Sen;Comerciantes Unidos
;;;;;;;;;;;;;;;0;2;0;21;64;18;56;3;0;75;39;60;775;1;12;1;10;0;0;0;12;1;0;0;0;0;18;0;210;1;0;0;32;41;15;50;2;1;5;0;0;0;0;0;0;2;0;Nahuel Tecilla;Comerciantes Unidos
;;;;;;;;;;;;;;;0;0;0;41;68;4;36;7;2;75;45;63;650;11;5;7;11;0;0;0;12;2;0;0;0;0;42;3;160;11;8;35;6;27;9;23;3;0;3;0;1;0;1;1;0;1;0;Paolo Méndez;Comerciantes Unidos
;;;;;;;;;;;;;;;1;2;0;31;55;2;17;9;1;77;33;49;837;15;8;8;12;0;0;0;16;1;0;0;0;0;63;3;157;11;7;24;7;47;5;6;3;1;5;3;0;20;1;2;0;0;0;Ray Sandoval;Comerciantes Unidos
;;;;;;;;;;;;;;;0;3;0;22;65;5;38;0;0;80;27;57;521;6;5;1;7;0;0;0;10;1;0;0;0;0;12;0;138;1;0;0;19;54;3;24;5;0;2;2;0;0;0;0;1;0;0;Rotceh Aguilar;Comerciantes Unidos
954811;Sebastián;Gonzales Zela;Sebastián Gonzales Zela;S. Gonzales Zela;25;Mayor;275000;Perú;186;Der.;0;DC;;;5;2;0;23;49;24;59;3;2;70;47;53;787;17;11;5;14;0;0;0;14;4;0;0;0;0;30;1;124;2;1;33;4;25;2;9;3;0;18;6;4;28;0;3;0;0;0;Sebastián Gonzales Zela;Comerciantes Unidos
;;;;;;;;;;;;;;;1;1;2;22;63;11;55;3;0;73;33;60;536;6;9;1;8;0;0;0;12;1;0;0;0;0;10;0;151;1;0;0;19;40;7;43;2;0;1;1;0;100;0;0;0;0;0;Williams Guzmán;Comerciantes Unidos
;;;;;;;;;;;;;;;0;3;0;2;50;3;100;1;0;60;5;71;1170;1;1;0;13;47;31;16;19;2;8;11;10;11;26;0;230;1;0;0;91;38;0;21;1;0;0;0;0;0;0;0;0;0;0;Álvaro Villete;Comerciantes Unidos
;;;;;;;;;;;;;;;1;2;1;32;57;36;73;2;0;92;68;65;1327;12;17;2;15;0;0;0;15;2;0;0;0;0;28;1;812;4;1;50;26;43;12;84;7;1;13;5;3;8;0;0;0;0;0;Aldair Fuentes;Cusco FC
;;;;;;;;;;;;;;;0;1;0;4;57;3;50;0;0;85;7;54;220;1;2;0;6;0;0;0;3;1;0;0;0;0;6;0;111;0;1;20;3;20;5;2;1;1;1;0;0;0;0;0;0;0;0;Alessandro Milesi;Cusco FC
;;;;;;;;;;;;;;;0;0;0;1;33;0;0;0;0;90;1;33;36;0;0;2;3;0;0;0;2;0;0;0;0;0;1;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Alex Miguel Custodio;Cusco FC
;;;;;;;;;;;;;;;1;4;0;50;59;22;49;11;1;92;72;55;1320;14;13;4;16;0;0;0;15;1;0;0;0;0;63;1;732;5;5;38;40;56;10;56;8;0;5;2;1;20;0;2;0;2;0;Alvaro Ampuero;Cusco FC
;;;;;;;;;;;;;;;0;1;0;2;67;0;0;1;0;84;2;67;360;1;0;0;4;10;5;5;5;1;0;0;1;0;2;0;100;0;0;0;9;41;0;2;0;0;0;0;0;0;0;0;0;1;0;Andy Vidal;Cusco FC
;;;;;;;;;;;;;;;1;1;0;45;54;3;21;6;2;87;48;49;1265;21;11;14;16;0;0;0;12;1;0;0;0;0;68;2;336;8;4;21;7;37;17;13;7;1;10;5;2;10;0;2;0;0;0;Carlos Diez;Cusco FC
;;;;;;;;;;;;;;;0;0;0;7;58;6;55;1;1;96;13;57;297;0;2;0;7;0;0;0;4;0;0;0;0;0;1;0;195;1;0;0;9;60;1;16;3;0;0;0;0;0;0;0;0;0;0;Carlos Gamarra;Cusco FC
325609;Facundo;Callejo;Facundo Callejo;F. Callejo;32;Mayor;350000;Argentina;176;Der.;1;DC;;;11;2;0;15;39;23;48;1;3;75;38;44;1046;9;12;6;15;0;0;0;10;0;0;0;0;0;38;3;137;6;2;15;2;67;3;7;1;8;34;18;7;32;2;8;0;0;0;Facundo Callejo;Cusco FC
829029;Iván;Colman;Iván Colman;I. Colman;30;Mayor;450000;Argentina;173;Der.;1;MP;MC;;3;0;0;38;48;3;30;10;7;84;41;46;1349;16;7;21;16;0;0;0;14;2;0;0;0;0;215;9;808;41;32;36;44;54;4;5;9;1;19;8;3;16;0;0;0;0;0;Iván Colman;Cusco FC
;;;;;;;;;;;;;;;0;0;0;9;50;3;50;0;0;93;12;50;329;3;5;0;9;0;0;0;6;1;0;0;0;0;22;0;190;2;2;50;4;67;4;10;2;1;2;0;1;0;0;0;0;1;0;José Zevallos;Cusco FC
923196;Juan;Tévez;Juan Tévez;J. Tévez;37;Mayor;150000;Argentina;186;Der.;0;DC;;;5;1;0;11;38;11;42;2;0;66;22;40;510;7;11;4;16;0;0;0;8;2;0;0;0;0;12;0;44;4;1;33;0;0;0;5;2;1;13;7;1;38;0;5;0;0;0;Juan Tévez;Cusco FC
;;;;;;;;;;;;;;;0;1;0;4;50;1;100;1;0;75;5;56;123;2;2;0;7;0;0;0;3;1;0;0;0;0;6;0;30;0;1;25;4;67;0;1;2;0;1;0;0;0;0;2;0;0;0;Julián Aquino;Cusco FC
586956;Lucas;Colitto;Lucas Colitto;L. Colitto;31;Mayor;350000;Argentina;172;Izq.;1;EXI;EXD;;1;0;0;33;52;2;40;10;5;83;35;51;1080;5;4;4;13;0;0;0;12;0;0;0;0;0;83;7;364;26;23;33;12;50;6;5;11;4;16;5;5;6;0;10;0;0;0;Lucas Colitto;Cusco FC
;;;;;;;;;;;;;;;2;3;0;25;66;29;69;1;0;88;54;68;1170;5;11;2;13;0;0;0;14;2;0;0;0;0;26;1;654;1;0;0;32;36;3;72;3;0;9;4;1;22;1;1;1;0;0;Marco Saravia;Cusco FC
1016982;Marlon;Ruidías;Marlon Ruidías;M. Ruidías;26;Mayor;400000;Perú;175;Der.;0;LD;CRD;;1;3;1;49;52;8;50;11;0;89;57;51;1127;12;17;6;15;0;0;0;12;1;0;0;0;0;102;2;671;11;5;29;31;52;14;20;13;0;10;6;0;10;1;0;0;1;1;Marlon Ruidías;Cusco FC
;;;;;;;;;;;;;;;0;0;0;7;58;1;33;3;0;70;8;53;124;1;1;0;6;0;0;0;4;1;0;0;0;0;5;0;21;0;0;0;1;33;1;3;2;0;2;1;0;0;0;0;0;0;0;Miguel Aucca;Cusco FC
;;;;;;;;;;;;EXD;;;1;2;0;44;50;5;71;14;3;81;49;52;1090;22;7;10;15;0;0;0;9;1;0;0;0;0;82;6;285;13;7;23;8;57;3;8;7;3;23;9;2;4;0;2;0;0;0;Nicolás Silva;Cusco FC
;;;;;;;;;;;;;;;0;4;0;40;54;8;47;3;0;90;48;53;1421;11;17;4;16;0;0;0;16;2;0;0;0;0;58;0;678;9;0;0;40;62;14;25;9;0;7;0;3;0;0;0;0;0;1;Oswaldo Valenzuela;Cusco FC
;;;;;;;;;;;;;;;0;0;0;1;17;1;25;1;0;86;2;20;49;0;4;1;5;0;0;0;0;0;0;0;0;0;6;0;18;1;0;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;Pablo Cárdenas;Cusco FC
973678;Pedro;Diaz;Pedro Diaz;P. Diaz;27;Mayor;400000;Perú;183;Der.;0;GK;;;0;3;0;4;100;2;100;0;0;79;6;100;1080;4;0;0;12;57;35;22;12;1;4;2;9;2;10;0;299;1;0;0;52;40;0;13;0;0;0;0;0;0;0;0;1;1;0;Pedro Diaz;Cusco FC
;;;;;;;;;;;;EXD;;;1;1;0;26;41;7;78;8;0;86;33;46;521;12;15;10;12;0;0;0;10;2;0;0;0;0;46;1;142;7;5;17;7;78;0;6;0;1;8;2;0;13;1;0;0;0;0;Pierre Da Silva;Cusco FC
;;;;;;;;;;;;EXI;;;0;0;0;3;60;0;0;0;0;100;3;50;15;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;Santiago Gálvez;Cusco FC
