ID_Jugador;Nombre;Apellido;Nombre_Completo;Nombre_Corto;Edad;Categoria_2025;Valor_Mercado;Nacionalidad;Altura;Pie preferido;Extranjero;Posicion;Posicion S_1;Posicion S_2;goals;yellowCards;redCards;groundDuelsWon;groundDuelsWonPercentage;aerialDuelsWon;aerialDuelsWonPercentage;successfulDribbles;assists;accuratePassesPercentage;totalDuelsWon;totalDuelsWonPercentage;minutesPlayed;wasFouled;fouls;dispossessed;appearances;saves;savedShotsFromInsideTheBox;savedShotsFromOutsideTheBox;goalsConcededInsideTheBox;goalsConcededOutsideTheBox;highClaims;successfulRunsOut;punches;runsOut;accurateFinalThirdPasses;bigChancesCreated;accuratePasses;keyPasses;accurateCrosses;accurateCrossesPercentage;accurateLongBalls;accurateLongBallsPercentage;interceptions;clearances;dribbledPast;bigChancesMissed;totalShots;shotsOnTarget;blockedShots;goalConversionPercentage;hitWoodwork;offsides;errorLeadToGoal;errorLeadToShot;passToAssist;player;team
830663;Alejandro;Hohberg;Alejandro Hohberg;A. Hohberg;33;Mayor;350000;Perú;168;Der.;0;EXI;MP;;9;3;0;48;49;3;15;10;6;77;51;43;1370;19;15;11;16;0;0;0;23;1;0;0;0;0;121;7;376;31;26;34;33;48;7;7;14;11;51;20;13;18;1;9;0;0;0;Alejandro Hohberg;Sport Boys
;;;;;;;;;;;;;;;0;0;0;6;55;0;0;0;0;67;6;55;87;4;1;1;4;0;0;0;2;0;0;0;0;0;9;0;18;2;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;Alexis Huaman;Sport Boys
;;;;;;;;;;;;;;;0;0;0;2;40;1;100;0;0;63;3;50;43;0;2;1;3;0;0;0;2;1;0;0;0;0;1;0;5;0;0;0;1;100;1;4;0;0;0;0;0;0;0;0;0;0;0;Benjamín Villalta;Sport Boys
;;;;;;;;;;;;;;;1;2;0;24;36;4;40;7;4;81;28;37;882;8;11;13;13;0;0;0;11;2;0;0;0;0;61;5;161;16;9;24;5;45;1;10;4;0;12;8;2;8;0;2;0;0;0;Carlos López;Sport Boys
;;;;;;;;;;;;;;;1;2;1;40;61;10;53;7;2;77;50;59;991;8;8;4;14;0;0;0;16;1;0;0;0;0;44;3;239;9;11;35;21;47;8;24;6;0;6;3;0;17;0;0;0;0;0;Cristian Carbajal;Sport Boys
;;;;;;;;;;;;;;;0;0;1;7;37;2;17;0;0;74;9;29;210;4;4;5;8;0;0;0;5;0;0;0;0;0;10;0;26;1;0;0;1;50;0;2;2;0;2;0;0;0;0;0;0;0;0;Diego Otoya;Sport Boys
1049088;Erick;Gonzales;Erick Gonzales;E. Gonzales;29;Mayor;350000;Perú;190;Der.;0;MCD;DFCD;DFCI;0;4;1;38;54;19;83;4;0;86;57;61;863;8;21;4;12;0;0;0;13;1;0;0;0;0;30;0;336;2;0;0;16;53;14;25;7;0;4;1;1;0;0;0;0;1;0;Erick Gonzales;Sport Boys
;;;;;;;;;;;;;;;0;2;0;11;52;3;25;2;0;61;14;42;185;7;5;4;10;0;0;0;2;0;0;0;0;0;5;1;17;2;1;33;0;0;1;3;2;0;1;0;1;0;0;0;0;0;0;Gilmar Rodríguez;Sport Boys
;;;;;;;;;;;;;;;0;1;0;16;73;9;60;2;0;79;25;68;485;3;3;2;6;0;0;0;8;2;0;0;0;0;8;0;126;0;0;0;10;26;5;46;0;0;2;0;0;0;1;0;0;0;0;Hansell Riojas;Sport Boys
;;;;;;;;;;;;;;;2;5;1;62;51;12;40;8;0;70;74;49;1161;26;29;8;14;0;0;0;21;1;0;0;0;0;77;3;257;8;4;24;18;47;9;14;16;0;14;4;4;14;0;0;0;0;0;Hernan Da Campo;Sport Boys
;;;;;;;;;;;;;;;0;0;0;1;100;0;0;0;0;75;1;100;21;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;Jesús Huamán;Sport Boys
;;;;;;;;;;;;;;;0;1;1;15;71;2;22;4;0;81;17;57;243;5;5;0;9;0;0;0;2;1;0;0;0;0;29;0;91;6;3;43;10;67;3;2;1;0;5;2;1;0;0;0;0;0;0;Jorge Rios;Sport Boys
;;;;;;;;;;;;;;;0;1;0;3;38;2;67;0;0;76;5;45;72;1;3;0;3;0;0;0;0;0;0;0;0;0;2;0;16;0;0;0;0;0;4;5;2;0;0;0;0;0;0;0;0;0;0;Joshua Cantt;Sport Boys
;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;50;0;0;11;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;José Davey;Sport Boys
;;;;;;;;;;;;;;;1;1;0;19;39;5;56;6;0;79;24;41;534;8;10;5;15;0;0;0;10;0;0;0;0;0;30;0;62;0;0;0;1;50;1;2;7;0;9;3;2;11;0;0;0;0;0;Juan Gonzáles;Sport Boys
340529;Luciano;Nequecaur;Luciano Nequecaur;L. Nequecaur;32;Mayor;250000;Argentina;195;Der.;1;DC;;;6;1;1;54;55;26;57;9;1;70;80;56;985;26;23;10;12;0;0;0;15;1;0;0;0;0;47;1;138;10;1;100;1;50;6;16;3;4;18;9;2;33;0;4;0;0;0;Luciano Nequecaur;Sport Boys
846474;Luis;Urruti;Luis Urruti;L. Urruti;32;Mayor;350000;Uruguay;172;Der.;0;EXI;DC;;3;2;0;53;55;6;55;11;1;70;59;55;998;25;10;15;14;0;0;0;16;1;0;0;0;0;56;8;160;20;6;33;12;43;3;4;14;3;29;13;4;10;0;7;0;0;0;Luis Urruti;Sport Boys
;;;;;;;;;;;;;;;0;5;0;20;56;21;57;6;0;82;41;56;990;7;12;1;11;0;0;0;17;0;0;0;0;0;39;0;375;2;1;50;32;41;10;57;6;0;7;2;0;0;2;1;0;0;0;Matias Almiron;Sport Boys
;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;100;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Nicolas Paz;Sport Boys
;;;;;;;;;;;;;;;0;4;1;67;61;3;25;24;0;84;70;57;1295;22;9;10;16;0;0;0;22;1;0;0;0;0;76;1;397;5;2;17;25;49;10;38;10;0;6;0;2;0;0;0;0;0;0;Oslimg Mora;Sport Boys
;;;;;;;;;;;;;;;0;0;0;1;33;0;0;0;0;80;1;25;111;0;1;0;2;0;0;0;1;0;0;0;0;0;4;0;20;1;2;67;2;67;1;1;0;0;0;0;0;0;0;0;0;0;0;Renzo Salazar;Sport Boys
;;;;;;;;;;;;;;;0;4;0;32;54;43;54;6;0;78;75;54;1424;11;22;2;16;0;0;0;21;2;0;0;0;0;41;0;469;1;0;0;49;37;23;101;5;2;6;1;3;0;0;1;0;0;0;Rodrigo Colombo;Sport Boys
;;;;;;;;;;;;;;;0;0;0;3;50;1;50;0;0;55;4;50;55;0;1;0;2;0;0;0;0;1;0;0;0;0;0;0;6;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;Sebastian Alvarado;Sport Boys
1159659;Sebastian;Aranda;Sebastian Aranda;S. Aranda;21;Sub-23;225000;Perú;175;Izq.;0;LI;EXI;;0;3;0;55;66;8;57;11;0;79;63;65;694;24;7;5;13;0;0;0;9;2;0;0;0;0;17;0;124;7;4;31;9;53;8;24;8;0;3;2;1;0;0;2;0;0;1;Sebastian Aranda;Sport Boys
;;;;;;;;;;;;;;;0;2;0;1;25;1;100;0;1;76;2;40;1440;0;0;0;16;53;35;18;23;2;8;4;7;4;5;1;259;1;0;0;50;39;0;14;3;0;0;0;0;0;0;0;1;0;0;Steven Rivadeneyra;Sport Boys
;;;;;;;;;;;;;;;0;3;0;7;47;18;62;2;0;70;25;57;753;2;7;0;10;0;0;0;9;2;0;0;0;0;32;0;168;2;0;0;20;31;8;29;1;0;2;1;0;0;0;0;0;0;0;Alan Perez;Sport Huancayo
;;;;;;;;;;;;;;;0;0;0;0;0;1;100;0;0;51;1;100;630;0;0;0;7;11;6;4;7;3;1;2;2;2;9;0;83;0;0;0;36;32;1;4;0;0;0;0;0;0;0;0;0;0;0;Carlos Martin Solis;Sport Huancayo
;;;;;;;;;;;;;;;0;4;0;18;42;4;67;3;0;81;22;45;532;5;12;4;12;0;0;0;5;1;0;0;0;0;76;3;236;12;5;28;43;62;5;11;8;0;13;2;1;0;0;0;0;0;0;Diego Carabaño;Sport Huancayo
1546919;Edu;Villar;Edu Villar;E. Villar;21;Sub-23;275000;Perú;177;Der.;0;MCD;MCX;;0;3;0;29;45;9;56;3;1;83;38;48;857;6;10;8;11;0;0;0;8;4;0;0;0;0;82;0;235;13;1;50;16;55;14;17;7;1;9;1;6;0;0;0;0;0;0;Edu Villar;Sport Huancayo
1092343;Enzo;Fernandez;Enzo Ariel Fernandez;E. A. Fernández;33;Mayor;250000;Argentina;170;Izq.;1;ED;DL;;2;3;0;43;36;8;36;17;3;70;51;36;1098;15;22;22;16;0;0;0;7;5;0;0;0;0;113;4;254;26;14;22;28;60;15;6;18;1;25;4;7;8;0;2;0;0;0;Enzo Ariel Fernandez;Sport Huancayo
;;;;;;;;;;;;;;;0;8;0;46;51;14;58;4;2;78;60;53;1320;11;23;6;15;0;0;0;11;5;0;0;0;0;94;4;338;13;17;21;32;46;22;54;13;1;5;2;0;0;0;1;0;0;0;Hugo Ángeles;Sport Huancayo
;;;;;;;;;;;;;;;3;2;0;15;33;16;28;2;0;64;31;30;702;8;19;9;16;0;0;0;5;2;0;0;0;0;54;1;103;9;0;0;5;50;1;14;3;5;25;11;4;12;3;5;0;0;0;Janio Pósito;Sport Huancayo
;;;;;;;;;;;;;;;2;1;1;26;48;4;57;7;3;79;30;49;913;5;11;6;13;0;0;0;10;3;0;0;0;0;123;5;301;27;24;42;18;44;2;10;6;4;27;9;7;7;0;1;0;1;0;Javier Sanguinetti;Sport Huancayo
;;;;;;;;;;;;;;;0;1;0;37;45;29;64;12;2;75;66;52;1361;11;15;9;16;0;0;0;13;5;0;0;0;0;96;2;361;11;9;18;45;56;11;58;11;1;14;3;4;0;0;1;0;0;0;Johan Madrid;Sport Huancayo
;;;;;;;;;;;;;;;1;0;0;14;42;2;22;2;1;72;16;38;387;9;2;3;12;0;0;0;6;1;0;0;0;0;37;0;101;2;1;7;8;53;5;5;9;0;8;2;0;13;0;0;0;0;0;Josuee Herrera;Sport Huancayo
;;;;;;;;;;;;;;;1;1;1;16;59;10;50;1;0;81;26;55;539;3;6;0;9;0;0;0;6;1;0;0;0;0;3;0;103;0;0;0;12;50;3;34;3;0;2;2;0;50;0;0;0;0;0;Juan Barreda;Sport Huancayo
;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Leonardo Villar;Sport Huancayo
;;;;;;;;;;;;;;;0;1;0;6;75;8;50;0;0;71;14;58;450;1;1;1;5;0;0;0;2;2;0;0;0;0;8;0;96;3;1;100;9;24;5;33;1;0;1;0;0;0;0;1;0;0;0;Marcelo Gaona;Sport Huancayo
143886;Marlon;De Jesús;Marlon de Jesús;M. d. Jesús;33;Mayor;250000;Ecuador;187;Der.;1;DC;;;4;2;0;12;32;18;41;4;1;71;30;37;855;5;10;8;15;0;0;0;8;3;0;0;0;0;42;1;96;3;0;0;1;20;0;15;2;4;27;14;5;15;0;5;0;0;0;Marlon de Jesús;Sport Huancayo
;;;;;;;;;;;;;;;1;2;0;16;46;3;50;3;1;78;19;46;428;6;3;6;11;0;0;0;4;1;0;0;0;0;69;1;124;12;3;16;8;73;2;3;2;1;8;4;3;13;0;2;0;0;0;Miguel Carranza;Sport Huancayo
;;;;;;;;;;;;;;;2;2;0;52;53;5;29;15;1;84;57;50;559;26;10;20;14;0;0;0;6;3;0;0;0;0;103;8;211;20;6;38;12;63;4;3;4;2;13;3;2;15;0;1;0;0;0;Nahuel Luján;Sport Huancayo
1411422;Piero;Magallanes;Piero Magallanes;P. Magallanes;24;Mayor;400000;Perú;180;Der.;0;EXI;MP;;4;0;0;21;55;0;0;9;0;75;21;46;419;8;3;3;12;0;0;0;3;0;0;0;0;0;48;1;87;8;3;19;3;60;0;1;2;4;23;13;5;17;0;2;0;0;0;Piero Magallanes;Sport Huancayo
;;;;;;;;;;;;;;;0;4;0;75;57;19;58;5;0;87;94;57;1401;23;38;3;16;0;0;0;13;5;0;0;0;0;52;0;408;4;0;0;25;52;21;33;15;0;2;0;2;0;0;0;0;0;0;Ricardo Salcedo;Sport Huancayo
;;;;;;;;;;;;;;;1;0;0;9;32;6;27;2;0;80;15;30;559;5;8;8;11;0;0;0;5;2;0;0;0;0;31;1;95;8;0;0;4;67;0;1;2;2;18;9;2;6;1;4;0;0;0;Ronal Huaccha;Sport Huancayo
;;;;;;;;;;;;;;;0;0;0;6;40;1;50;0;0;85;7;41;101;3;4;0;7;0;0;0;0;0;0;0;0;0;17;0;33;2;2;40;2;40;2;5;3;0;2;0;0;0;0;0;0;0;0;Sergio Barboza;Sport Huancayo
;;;;;;;;;;;;;;;0;2;0;25;52;37;60;0;0;73;62;56;1201;5;16;1;14;0;0;0;9;5;0;0;0;0;24;0;261;1;0;0;29;31;16;86;7;0;6;0;2;0;0;2;0;0;0;Yonatan Murillo;Sport Huancayo
;;;;;;;;;;;;;;;0;1;0;3;100;2;100;0;0;69;5;100;810;4;0;0;9;25;16;9;6;2;5;2;3;2;7;0;143;0;0;0;61;50;0;8;0;0;0;0;0;0;0;0;0;0;0;Ángel Zamudio;Sport Huancayo
1415941;André;Vasquez;André Vasquez;A. Vasquez;22;Sub-23;400000;Perú;167;Der.;0;MD;MP;MC;2;3;0;41;51;4;33;7;3;82;45;49;739;16;9;11;13;0;0;0;6;3;0;0;0;0;127;2;346;20;17;37;32;71;8;6;14;0;12;5;4;17;0;0;0;1;0;André Vasquez;Universidad Técnica de Cajamarca
;;;;;;;;;;;;;;;0;1;1;34;61;13;57;0;1;70;47;59;1291;18;7;3;15;0;0;0;27;4;0;0;0;0;75;1;277;10;4;22;32;39;11;54;7;0;10;3;0;0;0;0;0;0;0;Anthony Rosell;Universidad Técnica de Cajamarca
;;;;;;;;;;;;;;;0;2;1;26;37;8;57;8;0;79;34;40;450;13;10;11;10;0;0;0;9;2;0;0;0;0;41;2;107;8;7;30;6;67;4;5;9;1;10;2;4;0;0;2;0;0;0;Brandon Palacios;Universidad Técnica de Cajamarca
;;;;;;;;;;;;;;;2;2;0;22;44;15;45;5;2;80;37;45;1078;9;7;9;14;0;0;0;19;1;0;0;0;0;55;3;193;11;1;13;12;55;3;19;6;0;15;2;4;13;0;7;0;0;0;Cristian Mejia;Universidad Técnica de Cajamarca
;;;;;;;;;;;;;;;0;2;0;3;100;2;67;0;0;49;5;83;1035;3;0;0;12;36;24;12;19;4;2;2;4;2;14;1;114;2;0;0;43;27;0;8;0;0;0;0;0;0;0;0;0;0;0;Diego Campos;Universidad Técnica de Cajamarca
876931;Erinson;Ramirez;Erinson Ramirez;E. Ramirez;27;Mayor;300000;Perú;178;Der.;0;MP;EXI;EXD;5;0;0;38;51;8;35;14;1;76;46;47;1211;15;3;9;16;0;0;0;23;4;0;0;0;0;98;4;293;18;7;21;12;35;8;3;6;5;48;19;9;10;0;3;1;0;0;Erinson Ramirez;Universidad Técnica de Cajamarca
;;;;;;;;;;;;;;;0;3;0;8;40;5;71;0;0;87;13;48;338;0;10;0;5;0;0;0;5;1;0;0;0;0;8;0;75;0;0;0;11;65;6;17;2;0;2;0;1;0;0;0;0;0;0;Farid Romero;Universidad Técnica de Cajamarca
;;;;;;;;;;;;;;;1;2;0;31;44;21;51;11;2;77;52;47;1250;5;14;10;16;0;0;0;23;4;0;0;0;0;140;1;411;15;1;14;11;32;3;14;6;2;8;2;1;13;0;0;0;0;0;Freddy Oncoy;Universidad Técnica de Cajamarca
;;;;;;;;;;;;;;;0;2;0;15;39;1;33;7;0;82;16;39;290;3;6;9;10;0;0;0;3;0;0;0;0;0;40;0;92;7;5;38;8;62;0;2;2;0;11;2;3;0;0;0;0;0;0;Geimer Balanta;Universidad Técnica de Cajamarca
805451;Jarlin;Quintero;Jarlin Quintero;J. Quintero;31;Mayor;350000;Colombia;188;Der.;1;DC;;;6;4;0;51;33;23;27;18;1;71;74;31;1420;24;32;42;16;0;0;0;29;4;0;0;0;0;66;0;164;14;1;11;8;62;0;24;3;7;42;12;8;14;3;7;0;1;1;Jarlin Quintero;Universidad Técnica de Cajamarca
;;;;;;;;;;;;;;;0;1;1;14;38;2;22;6;0;82;16;35;624;2;9;2;11;0;0;0;13;3;0;0;0;0;41;0;190;5;4;40;15;48;7;15;8;0;5;2;2;0;0;0;0;0;0;Joaquín Aguirre;Universidad Técnica de Cajamarca
;;;;;;;;;;;;;;;0;2;0;9;64;11;69;0;0;85;20;67;368;4;5;1;8;0;0;0;17;0;0;0;0;0;11;0;109;2;0;0;11;50;10;20;1;0;3;0;2;0;0;0;0;1;0;José Luján;Universidad Técnica de Cajamarca
;;;;;;;;;;;;;;;0;0;0;4;50;3;33;0;0;50;7;41;65;3;3;0;6;0;0;0;4;0;0;0;0;0;3;0;8;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;José Verdún;Universidad Técnica de Cajamarca
;;;;;;;;;;;;;;;0;0;0;3;75;4;100;1;0;85;7;88;163;0;1;0;2;0;0;0;6;0;0;0;0;0;2;0;71;2;0;0;10;48;3;14;0;0;0;0;0;0;0;0;0;0;0;Koichi Aparicio;Universidad Técnica de Cajamarca
;;;;;;;;;;;;;;;0;3;0;34;52;37;70;2;0;78;71;60;1337;11;26;1;16;0;0;0;26;4;0;0;0;0;29;0;364;1;0;0;47;46;24;76;7;0;3;0;1;0;0;2;1;0;0;Leonardo Rugel;Universidad Técnica de Cajamarca
;;;;;;;;;;;;;;;0;1;0;3;13;5;38;2;0;75;8;22;251;0;12;7;13;0;0;0;10;1;0;0;0;0;10;0;40;2;1;50;2;50;0;8;1;0;5;0;2;0;0;0;0;0;0;Leonardo de la Cruz;Universidad Técnica de Cajamarca
;;;;;;;;;;;;;;;0;3;0;55;59;15;43;7;0;83;70;54;1220;18;16;6;14;0;0;0;26;4;0;0;0;0;68;0;425;8;0;0;36;55;20;30;13;0;7;2;1;0;0;2;0;0;0;Luis Alvarez;Universidad Técnica de Cajamarca
;;;;;;;;;;;;;;;0;1;0;28;55;6;75;6;0;78;34;58;456;12;6;4;7;0;0;0;9;1;0;0;0;0;25;1;96;5;3;25;5;50;9;5;10;0;2;1;1;0;0;0;0;0;0;Luis Garro;Universidad Técnica de Cajamarca
;;;;;;;;;;;;;;;0;0;0;4;57;2;100;0;0;75;6;67;405;6;1;0;5;12;8;4;10;0;4;4;4;4;8;0;88;0;0;0;25;46;0;8;2;0;0;0;0;0;0;0;0;0;0;Manuel Heredia;Universidad Técnica de Cajamarca
;;;;;;;;;;;;;;;0;1;0;2;33;0;0;1;0;100;2;33;18;1;2;1;2;0;0;0;0;0;0;0;0;0;2;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Maycol Infante;Universidad Técnica de Cajamarca
;;;;;;;;;;;;;;;0;0;0;2;67;1;100;1;0;50;3;75;25;0;0;1;2;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;1;33;0;1;0;0;0;0;0;0;0;0;0;0;0;Mijailov Cabanillas;Universidad Técnica de Cajamarca
;;;;;;;;;;;;;;;0;5;1;26;49;22;47;3;0;79;48;48;1006;5;19;5;13;0;0;0;14;3;0;0;0;0;44;1;336;7;0;0;62;50;14;60;3;1;9;3;2;0;0;0;0;0;0;Piero Serra;Universidad Técnica de Cajamarca
;;;;;;;;;;;;;;;0;3;0;26;43;3;23;4;0;71;29;39;732;4;13;10;12;0;0;0;17;1;0;0;0;0;28;0;148;2;4;22;5;20;6;17;6;1;7;2;1;0;0;2;0;0;0;Roberto Villamarín;Universidad Técnica de Cajamarca
;;;;;;;;;;;;;;;0;1;0;7;54;3;100;4;0;68;10;63;88;2;2;1;5;0;0;0;3;0;0;0;0;0;2;0;13;1;1;14;0;0;0;1;1;0;2;0;0;0;0;0;0;1;0;Yehider Ibargüen;Universidad Técnica de Cajamarca
;;;;;;;;;;;;;;;1;3;0;17;55;17;53;4;0;87;34;54;954;3;7;3;11;0;0;0;6;1;0;0;0;0;37;0;335;2;0;0;16;50;7;40;3;0;3;1;0;33;0;0;0;1;0;Aldo Corzo;Universitario
1016972;Alex;Valera;Alex Valera;A. Valera;29;Mayor;900000;Perú;183;Izq.;0;DC;;;7;1;0;25;35;45;59;12;4;71;70;48;1180;9;17;14;16;0;0;0;9;0;0;0;0;0;101;1;223;21;3;27;17;71;2;11;4;5;63;23;9;11;2;4;0;0;0;Alex Valera;Universitario
;;;;;;;;;;;;;;;1;0;0;32;43;3;43;19;2;79;35;43;1158;3;7;10;16;0;0;0;8;0;0;0;0;0;150;7;460;29;20;25;36;50;10;19;6;1;19;5;4;5;0;1;0;0;0;Andy Polo;Universitario
;;;;;;;;;;;;;;;1;0;0;38;62;15;54;13;0;84;53;60;860;5;4;6;11;0;0;0;7;0;0;0;0;0;74;1;364;4;4;17;23;43;16;38;1;1;9;3;2;11;0;0;0;0;0;César Inga;Universitario
;;;;;;;;;;;;;;;3;0;1;24;56;20;56;1;0;72;44;56;449;12;10;6;13;0;0;0;4;1;0;0;0;0;33;1;84;5;2;29;4;57;2;5;3;0;7;3;0;43;0;2;0;0;0;Diego Churin;Universitario
176139;Edison;Flores;Edison Flores;E. Flores;31;Mayor;1000000;Perú;170;Izq.;0;EXI;DC;MP;4;1;0;20;44;6;27;1;1;79;26;39;646;12;8;9;12;0;0;0;5;0;0;0;0;0;83;0;153;13;6;40;10;77;2;1;1;1;18;6;6;22;0;3;0;0;1;Edison Flores;Universitario
;;;;;;;;;;;;;;;0;2;0;15;39;1;25;6;2;87;16;38;229;5;10;6;10;0;0;0;3;1;0;0;0;0;45;2;99;4;1;14;3;50;0;0;4;0;7;4;3;0;0;2;0;0;0;Gabriel Costa;Universitario
;;;;;;;;;;;;;;;0;0;1;8;73;13;65;0;1;76;21;68;371;0;1;0;5;0;0;0;4;1;0;0;0;0;16;1;129;2;0;0;20;47;2;30;1;0;5;2;0;0;0;0;0;0;0;Gustavo Dulanto;Universitario
;;;;;;;;;;;;;;;0;2;0;24;57;3;33;4;1;86;27;53;428;5;7;1;7;0;0;0;3;0;0;0;0;0;58;0;169;5;4;29;10;50;5;0;8;0;5;0;3;0;0;0;0;0;0;Horacio Calcaterra;Universitario
;;;;;;;;;;;;;;;1;1;0;14;50;2;33;7;0;81;16;47;309;2;0;4;6;0;0;0;3;1;0;0;0;0;25;0;93;3;4;17;9;60;3;9;2;0;5;2;0;20;0;0;0;1;0;Hugo Ancajima;Universitario
924783;Jairo;Concha;Jairo Concha;J. Concha;26;Mayor;1200000;Perú;175;Der.;0;MC;MP;;5;2;0;60;59;6;67;9;5;84;66;59;883;24;5;16;16;0;0;0;6;0;0;0;0;0;142;4;339;33;22;47;36;75;10;5;12;1;25;10;7;20;0;0;0;0;0;Jairo Concha;Universitario
;;;;;;;;;;;;;;;2;4;0;32;47;9;50;11;0;84;41;48;521;15;11;13;13;0;0;0;5;1;0;0;0;0;75;1;196;13;5;26;12;71;5;0;3;1;14;4;4;14;0;1;0;0;1;Jairo Vélez;Universitario
;;;;;;;;;;;;;;;0;1;0;26;44;9;56;0;0;81;35;47;621;8;26;1;14;0;0;0;7;1;0;0;0;0;44;0;223;5;0;0;20;59;10;11;4;0;0;0;0;0;0;0;1;0;0;Jorge Murrugarra;Universitario
;;;;;;;;;;;;;;;0;3;1;34;43;25;69;14;4;75;59;51;855;10;13;14;13;0;0;0;6;1;0;0;0;0;106;3;272;20;17;29;15;56;24;26;4;1;9;3;2;0;2;4;0;0;0;José Carabalí;Universitario
1020999;José;Rivera;José Rivera;J. Rivera;28;Mayor;700000;Perú;173;Der.;0;DC;EXI;EXD;6;2;1;29;50;5;28;4;0;83;34;45;661;20;6;14;14;0;0;0;4;1;0;0;0;0;38;0;89;7;4;44;1;33;1;1;2;4;32;11;9;19;1;1;0;0;0;José Rivera;Universitario
;;;;;;;;;;;;;;;1;3;0;19;39;6;43;9;0;80;25;40;627;5;11;11;10;0;0;0;3;0;0;0;0;0;69;1;194;9;8;47;17;68;5;4;3;4;16;5;4;6;0;5;0;0;0;Martín Pérez Guedes;Universitario
;;;;;;;;;;;;;;;1;3;0;25;66;32;82;2;0;82;57;74;1022;3;8;1;13;0;0;0;5;1;0;0;0;0;50;0;336;3;0;0;34;44;17;61;5;1;5;2;1;20;0;0;0;0;0;Matías Di Benedetto;Universitario
;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;40;0;0;90;0;0;0;1;2;1;1;2;0;0;0;0;0;0;0;4;0;0;0;2;25;0;0;0;0;0;0;0;0;0;0;0;0;0;Miguel Vargas;Universitario
;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;75;0;0;11;0;1;0;1;0;0;0;0;0;0;0;0;0;3;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Nicolás Rengifo;Universitario
;;;;;;;;;;;;;;;0;0;0;12;40;4;80;0;1;85;16;46;360;3;9;0;8;0;0;0;5;0;0;0;0;0;29;1;82;3;4;40;3;30;6;4;7;1;2;1;1;0;1;0;0;0;0;Paolo Reyna;Universitario
;;;;;;;;;;;;;;;0;4;0;35;57;7;64;1;3;78;42;58;898;13;5;8;13;0;0;0;6;0;0;0;0;0;117;5;401;18;7;70;69;58;7;10;10;0;5;0;1;0;0;0;0;0;0;Rodrigo Ureña;Universitario
;;;;;;;;;;;;;;;0;1;0;2;100;2;100;0;0;60;4;100;1350;1;0;0;15;41;20;21;9;1;7;4;3;4;25;1;147;1;0;0;69;42;0;4;0;0;0;0;0;0;0;0;1;0;0;Sebastián Britos;Universitario
;;;;;;;;;;;;;;;0;0;0;1;100;0;0;1;0;100;1;100;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Sebastián Flores;Universitario
;;;;;;;;;;;;;;;3;1;0;33;70;37;69;5;0;89;70;69;1339;12;9;0;15;0;0;0;11;0;0;0;0;0;31;0;462;2;0;0;48;62;18;105;6;1;13;5;2;23;1;0;1;1;0;Williams Riveros;Universitario
